A101RMTZ93J1KH|B000050FZP,0486413012,B00006IEJC|5.0,5.0,5.0
A101RMTZ93J1KH|0486413012,B00006IEJC,B00006IEEV|5.0,5.0,5.0
A101RMTZ93J1KH|B00006IEJC,B00006IEEV,B00006IFAY|5.0,5.0,5.0
A101RMTZ93J1KH|B00006IEEV,B00006IFAY,B00006IF1S|5.0,5.0,5.0
A101RMTZ93J1KH|B00006IEEV,B00006IFAY,B00006IF1S|5.0,5.0,5.0
A1027EV8A9PV1O|B00008IOQU,B0000DJEP3,B000093L22|5.0,5.0,5.0
A1027EV8A9PV1O|B000093L22,B00006IFI5,B00006IDSD|5.0,5.0,5.0
A1027EV8A9PV1O|B00006IFI5,B00006IDSD,B000093KZE|5.0,5.0,5.0
A1027EV8A9PV1O|B00006IDSD,B000093KZE,B00006IFCX|5.0,5.0,5.0
A1027EV8A9PV1O|B00006IDSD,B000093KZE,B00006IFCX|5.0,5.0,5.0
A1029ESOR657OQ|B0000658CE,B00007GPI1,B0002DV9DM|4.0,5.0,5.0
A1029ESOR657OQ|B0000658CE,B00007GPI1,B0002DV9DM|4.0,5.0,5.0
A102UDLRKSYSK8|B00006RSP9,B00004Z593,B00006IFAY|5.0,5.0,5.0
A102UDLRKSYSK8|B00006RSP9,B00004Z593,B00006IFAY|5.0,5.0,5.0
A103KWX1QFCG6I|B000093IP4,B00006IBVG,B00006IAKM|4.0,5.0,4.0
A103KWX1QFCG6I|B00006IBVG,B00006IAKM,1601061595|5.0,4.0,4.0
A103S455198A58|B00000JRRD,B000083E4Z,B00005UKAX|5.0,5.0,5.0
A103S455198A58|B00000JRRD,B000083E4Z,B00005UKAX|5.0,5.0,5.0
A1048UY2AQI1A9|B00006IBY9,B00006IBYA,B00004YV1W|4.0,4.0,5.0
A1048UY2AQI1A9|B00006IBY9,B00006IBYA,B00004YV1W|4.0,4.0,5.0
A104G4WDZDRYBE|B00006IEG2,B000031WDB,B00006IFEU|5.0,4.0,4.0
A104G4WDZDRYBE|B00006IEG2,B000031WDB,B00006IFEU|5.0,4.0,4.0
A104LIHAWF1DGH|B00006JNJD,B00008XPPY,B00006IDQT|5.0,5.0,5.0
A1051VENTPLYTS|B00006JNNS,B00006JNJD,B00006IEJ6|5.0,5.0,5.0
A1051VENTPLYTS|B00006JNNS,B00006JNJD,B00006IEJ6|5.0,5.0,5.0
A1052T1WH209R8|B00006IBRX,B00008XPR0,1619927047|5.0,5.0,5.0
A1052T1WH209R8|B00006IBRX,B00008XPR0,1619927047|5.0,5.0,5.0
A1055P2KH98TD1|B00005249G,B00006IE7J,B00006IFAR|5.0,5.0,5.0
A1055P2KH98TD1|B00005249G,B00006IE7J,B00006IFAR|5.0,5.0,5.0
A1056Q02JEFJIU|B00006IE7J,B00005249G,B00006JNNS|5.0,5.0,5.0
A10598M35G184S|B00006IBY9,B0002Q8Z22,B00006IBYA|4.0,5.0,4.0
A10598M35G184S|B0002Q8Z22,B00006IBYA,B00006IEJC|5.0,4.0,4.0
A105A034ZG9EHO|B00000J6JX,B00000JRRD,B00006IF4N|4.0,5.0,5.0
A105A034ZG9EHO|B00000J6JX,B00000JRRD,B00006IF4N|4.0,5.0,5.0
A105MRQYCJKJ5R|B0000AQOHC,B00006IC89,B00008XPPY|3.0,4.0,4.0
A105MRQYCJKJ5R|B0000AQOHC,B00006IC89,B00008XPPY|3.0,4.0,4.0
A105UHZWU9RKEO|B00004Z64M,B00004Z5WK,B00002NDS3|5.0,5.0,5.0
A105UHZWU9RKEO|B00004Z64M,B00004Z5WK,B00002NDS3|5.0,5.0,5.0
A105ZJP7998BAC|B00006IFIK,B00006IE9L,B00006IDMK|5.0,5.0,3.0
A105ZJP7998BAC|B00006IE9L,B00006IDMK,B00006IEJC|5.0,3.0,3.0
A105ZJP7998BAC|B00006IE9L,B00006IDMK,B00006IEJC|5.0,3.0,3.0
A1063L1ALPA9WZ|B00000JBNX,B00006IEI7,B00005249G|5.0,5.0,5.0
A1063L1ALPA9WZ|B00006IEI7,B00005249G,B00006IE7J|5.0,5.0,5.0
A10685MA9D5O7R|B00004Z5SB,B0002LD1LW,B0002LD1LM|5.0,1.0,1.0
A10685MA9D5O7R|B00004Z5SB,B0002LD1LW,B0002LD1LM|5.0,1.0,1.0
A106AYJKTCI2BZ|B00006IF2K,1629051845,B00006IF2K|5.0,5.0,5.0
A106AYJKTCI2BZ|B00006IF2K,1629051845,B00006IF2K|5.0,5.0,5.0
A1078E81BYA4IE|B00006IQCI,B00006IEI3,B00006ICKQ|4.0,5.0,3.0
A107PTRLK2QBIQ|B00006JNJD,B00006JNHT,B00006IEZ5|5.0,5.0,5.0
A107PTRLK2QBIQ|B00006JNJD,B00006JNHT,B00006IEZ5|5.0,5.0,5.0
A108E2Q3U3CDFL|B00006IFJ0,B00005249G,B00006IE7J|4.0,3.0,3.0
A108E2Q3U3CDFL|B00006IFJ0,B00005249G,B00006IE7J|4.0,3.0,3.0
A108PBHPOJ7X4Z|B00006HZ5F,B00004TS5X,B00004TS61|5.0,4.0,4.0
A108PBHPOJ7X4Z|B00006HZ5F,B00004TS5X,B00004TS61|5.0,4.0,4.0
A108SBEMKFA93E|B00006IBK8,B00005249G,B00006IE7J|5.0,5.0,5.0
A108SBEMKFA93E|B00006IBK8,B00005249G,B00006IE7J|5.0,5.0,5.0
A108YS80LQZ0SO|B000083CU2,B00007G354,0528002279|5.0,5.0,5.0
A108ZQZZ4D8BC4|B00006IDSP,B00006ICJW,B00006IF60|5.0,5.0,5.0
A108ZQZZ4D8BC4|B00006IDSP,B00006ICJW,B00006IF60|5.0,5.0,5.0
A1090HBWDLUJF8|B00006B7P5,B00004Z613,B00004Z69Y|4.0,4.0,5.0
A1090HBWDLUJF8|B00006B7P5,B00004Z613,B00004Z69Y|4.0,4.0,5.0
A109BQBOYM22YO|B00004Z2HQ,B00006JNNS,B00004Z2HT|5.0,5.0,5.0
A109BQBOYM22YO|B00004Z2HQ,B00006JNNS,B00004Z2HT|5.0,5.0,5.0
A109YGNV4Q4OK9|B00007M9IT,B0000AQOD6,B0002LD1KI|5.0,1.0,5.0
A10ANCEOWK5GBN|B00007LOZF,B00006IEEV,B00006IE7G|5.0,5.0,5.0
A10AR1WBVL2RR6|B0001EMM0Q,B00006IBY8,B0000AQNPB|5.0,5.0,5.0
A10AWQ779C9MPC|B00006IDLU,B00006IBK1,B00006IEI7|4.0,3.0,3.0
A10AWQ779C9MPC|B00006IBK1,B00006IEI7,B00006IF1J|3.0,3.0,3.0
A10AWQ779C9MPC|B00006IEI7,B00006IF1J,B00006IE7J|3.0,3.0,3.0
A10AWQ779C9MPC|B00006IF1J,B00006IE7J,B00005249G|3.0,3.0,3.0
A10AWQ779C9MPC|B00006IE7J,B00005249G,B00006XY3I|3.0,3.0,4.0
A10AWQ779C9MPC|B00006IE7J,B00005249G,B00006XY3I|3.0,3.0,4.0
A10B2XN0KSF8Y|B00006IE7N,B00006IE7J,B00005249G|5.0,5.0,5.0
A10B2XN0KSF8Y|B00006IE7N,B00006IE7J,B00005249G|5.0,5.0,5.0
A10B7ILP7JE855|B0000AQNWI,B0001N9WM8,0310806607|5.0,5.0,5.0
A10B7ILP7JE855|B0000AQNWI,B0001N9WM8,0310806607|5.0,5.0,5.0
A10B9DLOWUNGJK|B00006IBR3,B00006IFAY,B00006IDQS|5.0,5.0,5.0
A10BEFYYBDSJKE|B00006IDP4,B00006IDP3,B00006IFJ0|5.0,5.0,5.0
A10CRW7XRJBJ2G|B00005C55O,B0000AQO75,B00006IFAV|3.0,4.0,4.0
A10CTV78GVGWN0|0545301793,1936024284,1609964152|2.0,5.0,5.0
A10CTV78GVGWN0|1936024284,1609964152,193602294X|5.0,5.0,5.0
A10CTV78GVGWN0|1609964152,193602294X,B00006IFGQ|5.0,5.0,4.0
A10CTV78GVGWN0|193602294X,B00006IFGQ,B000078CRL|5.0,4.0,5.0
A10CTV78GVGWN0|B00006IFGQ,B000078CRL,B000093KXE|4.0,5.0,5.0
A10CTV78GVGWN0|B000078CRL,B000093KXE,1936022931|5.0,5.0,5.0
A10CTV78GVGWN0|B000078CRL,B000093KXE,1936022931|5.0,5.0,5.0
A10DB8F2M9TTOJ|B00000JRRD,B00006IEI3,B00004Z6N4|5.0,5.0,5.0
A10DB8F2M9TTOJ|B00000JRRD,B00006IEI3,B00004Z6N4|5.0,5.0,5.0
A10DGX6FDNXCGQ|B0000AQOAB,B00006JNNS,B00006JNJD|5.0,5.0,5.0
A10DGX6FDNXCGQ|B0000AQOAB,B00006JNNS,B00006JNJD|5.0,5.0,5.0
A10E1DSKHLA3NN|B00006IFLA,B00006IFMB,B0000DK6G9|5.0,5.0,5.0
A10E1DSKHLA3NN|B00006IFMB,B0000DK6G9,B00006IEC6|5.0,5.0,5.0
A10E1DSKHLA3NN|B00006IFMB,B0000DK6G9,B00006IEC6|5.0,5.0,5.0
A10E9SE1HW91AI|B00006D2Q1,B00006HO37,1449483429|5.0,5.0,5.0
A10E9SE1HW91AI|B00006D2Q1,B00006HO37,1449483429|5.0,5.0,5.0
A10EDPRK6ZU02U|B0002ABA8E,1574891197,B00006IEYF|5.0,5.0,5.0
A10EDPRK6ZU02U|B0002ABA8E,1574891197,B00006IEYF|5.0,5.0,5.0
A10ET6I738EAW|B00004Z5WK,B00006IEFZ,B00002NDS3|5.0,5.0,5.0
A10ET6I738EAW|B00004Z5WK,B00006IEFZ,B00002NDS3|5.0,5.0,5.0
A10F2ZETYAVXVI|B00006IEEV,B00006IFAY,B00004Z6JX|5.0,5.0,4.0
A10F2ZETYAVXVI|B00006IEEV,B00006IFAY,B00004Z6JX|5.0,5.0,4.0
A10F7V9ANWD05C|B00006B7PY,B00006B7O1,B000067V11|5.0,5.0,5.0
A10F7V9ANWD05C|B00006B7O1,B000067V11,B000067V0U|5.0,5.0,5.0
A10F7V9ANWD05C|B000067V11,B000067V0U,B00004Z613|5.0,5.0,5.0
A10F7V9ANWD05C|B000067V0U,B00004Z613,B00006IE2N|5.0,5.0,5.0
A10F7V9ANWD05C|B000067V0U,B00004Z613,B00006IE2N|5.0,5.0,5.0
A10FTQ2L9A44IB|B00008XPMP,1593593244,B00006IDTW|5.0,5.0,5.0
A10FTQ2L9A44IB|1593593244,B00006IDTW,1593593279|5.0,5.0,5.0
A10FTQ2L9A44IB|B00006IDTW,1593593279,B00007JQR1|5.0,5.0,5.0
A10FTQ2L9A44IB|1593593279,B00007JQR1,B00006IEJ6|5.0,5.0,5.0
A10FTQ2L9A44IB|B00007JQR1,B00006IEJ6,9503503698|5.0,5.0,5.0
A10FTQ2L9A44IB|B00006IEJ6,9503503698,B00006IDM7|5.0,5.0,5.0
A10FTQ2L9A44IB|9503503698,B00006IDM7,B0002IP2RQ|5.0,5.0,5.0
A10FTQ2L9A44IB|9503503698,B00006IDM7,B0002IP2RQ|5.0,5.0,5.0
A10GBDH6N4A5IS|B000069LIB,B00006IFEQ,B0000UZ58C|5.0,5.0,5.0
A10GBDH6N4A5IS|B000069LIB,B00006IFEQ,B0000UZ58C|5.0,5.0,5.0
A10GPBARNL4RUA|B00005249G,B00006IE7J,B00006IE7J|5.0,5.0,5.0
A10GPBARNL4RUA|B00006IE7J,B00006IE7J,B00005249G|5.0,5.0,5.0
A10GTLAY7TZDQ6|B00006IBLJ,B00006IF88,B00006IFEU|5.0,5.0,5.0
A10GTLAY7TZDQ6|B00006IBLJ,B00006IF88,B00006IFEU|5.0,5.0,5.0
A10HBOYQVD6DL1|B00005249G,B00006IE7J,B00006IFEU|5.0,5.0,5.0
A10HBOYQVD6DL1|B00005249G,B00006IE7J,B00006IFEU|5.0,5.0,5.0
A10HFB1DQJ3SW8|B00006IFJL,B00006IFJK,B00006IDQT|3.0,3.0,5.0
A10HFB1DQJ3SW8|B00006IFJL,B00006IFJK,B00006IDQT|3.0,3.0,5.0
A10HLJP7Z12VMM|B0000DBMMJ,B00008XPCA,B00006IBPM|5.0,3.0,5.0
A10HLJP7Z12VMM|B0000DBMMJ,B00008XPCA,B00006IBPM|5.0,3.0,5.0
A10HR0ECYKDNTN|B00006IAKM,B00007LVE0,B00006IAK1|5.0,5.0,5.0
A10HYT6DEAJSSM|B00006IF6E,B00006IF53,B000093KW1|5.0,5.0,5.0
A10HYT6DEAJSSM|B00006IF6E,B00006IF53,B000093KW1|5.0,5.0,5.0
A10I3Q7CLHJN0J|B00006IFH0,B00006IFH6,B00006IFIK|5.0,5.0,5.0
A10I3Q7CLHJN0J|B00006IFH0,B00006IFH6,B00006IFIK|5.0,5.0,5.0
A10J0IVZ97LYJ9|B00008XPLD,B00005249G,B00006IBYX|4.0,5.0,4.0
A10J0IVZ97LYJ9|B00005249G,B00006IBYX,B0001J3R3C|5.0,4.0,4.0
A10J0IVZ97LYJ9|B00005249G,B00006IBYX,B0001J3R3C|5.0,4.0,4.0
A10JEKZFXZESYI|B00004Z4A8,B00002NDRT,B00002NDRX|5.0,5.0,5.0
A10JEKZFXZESYI|B00004Z4A8,B00002NDRT,B00002NDRX|5.0,5.0,5.0
A10JPZAYDGFHEV|B00000JZKB,B00005ATSO,8862930356|4.0,5.0,5.0
A10JPZAYDGFHEV|B00000JZKB,B00005ATSO,8862930356|4.0,5.0,5.0
A10K7MK70QG0SZ|B00006IEEV,B00006RSP9,B00006IEJ6|2.0,5.0,5.0
A10K7MK70QG0SZ|B00006IEEV,B00006RSP9,B00006IEJ6|2.0,5.0,5.0
A10L2YQOBYQ2HF|1936024322,1604186658,1604187425|2.0,5.0,3.0
A10L2YQOBYQ2HF|1604186658,1604187425,1936022931|5.0,3.0,3.0
A10L2YQOBYQ2HF|1604187425,1936022931,B00006IFH0|3.0,3.0,5.0
A10LH8876Y27KS|B00022EWVE,B00004Z4BR,B00006IBA2|4.0,3.0,5.0
A10LH8876Y27KS|B00022EWVE,B00004Z4BR,B00006IBA2|4.0,3.0,5.0
A10LWFKVC21F82|B00004U8K4,B00006JNHJ,B00006IF53|3.0,5.0,5.0
A10LWFKVC21F82|B00006JNHJ,B00006IF53,0990544338|5.0,5.0,5.0
A10LWFKVC21F82|B00006JNHJ,B00006IF53,0990544338|5.0,5.0,5.0
A10M0GF5ZFODYU|B000031WDB,B00004Z593,B0001GU8N2|5.0,5.0,5.0
A10M1WTDCFPM8|B00004Z6JX,B00007LVDM,B00006IBV7|4.0,4.0,4.0
A10M1WTDCFPM8|B00004Z6JX,B00007LVDM,B00006IBV7|4.0,4.0,4.0
A10M36I150QVPH|B00006IDRW,B00006IF88,B00006JNJF|5.0,5.0,5.0
A10M36I150QVPH|B00006IDRW,B00006IF88,B00006JNJF|5.0,5.0,5.0
A10M4905CE7GFT|B00006BBBP,B00006BBBR,B00000JD5X|3.0,3.0,3.0
A10M4905CE7GFT|B00006BBBP,B00006BBBR,B00000JD5X|3.0,3.0,3.0
A10M59O2NUWT38|B00006IFAR,B0000CD0C6,B000053HJJ|5.0,5.0,5.0
A10M59O2NUWT38|B00006IFAR,B0000CD0C6,B000053HJJ|5.0,5.0,5.0
A10NIZTEOWKX5N|B00006IDTD,B00006IALZ,B00006IAMD|5.0,5.0,5.0
A10NIZTEOWKX5N|B00006IDTD,B00006IALZ,B00006IAMD|5.0,5.0,5.0
A10O7THJ2O20AG|B00006IBPM,B00005MJS0,B0000AQNSM|5.0,5.0,5.0
A10O7THJ2O20AG|B00005MJS0,B0000AQNSM,B00005UKAX|5.0,5.0,5.0
A10O7THJ2O20AG|B00005UKAX,B0001NI3IW,B00006IDS8|5.0,5.0,5.0
A10OB001RXUUE|B00006JNN8,B00004Z6NA,B0000E2Y7C|5.0,5.0,5.0
A10OB001RXUUE|B00004Z6NA,B0000E2Y7C,B00005A9W8|5.0,5.0,5.0
A10OB001RXUUE|B0000E2Y7C,B00005A9W8,B0000E2Y7C|5.0,5.0,5.0
A10OB001RXUUE|B0000E2Y7C,B00005A9W8,B0000E2Y7C|5.0,5.0,5.0
A10OFQMIO9VT6S|0792293177,1597750093,0792233786|3.0,3.0,3.0
A10OFQMIO9VT6S|0792293177,1597750093,0792233786|3.0,3.0,3.0
A10OI1L06LJ0KY|B00006JNJD,B00006IC8I,B00006ICM7|5.0,5.0,5.0
A10OI1L06LJ0KY|B00006IC8I,B00006ICM7,B00006IBV3|5.0,5.0,4.0
A10OI1L06LJ0KY|B00006IC8I,B00006ICM7,B00006IBV3|5.0,5.0,4.0
A10OVC2MHYOBZZ|B00006IE2D,B000083E4Z,B00006JNWH|5.0,5.0,5.0
A10OVC2MHYOBZZ|B00006IE2D,B000083E4Z,B00006JNWH|5.0,5.0,5.0
A10P3IFVIRPPRI|B00006IFAY,B0002LD1KI,B00004Z6JX|5.0,5.0,5.0
A10PEXB6XAQ5XF|B00006I577,B00006IECA,B00004TS6C|4.0,4.0,5.0
A10PEXB6XAQ5XF|B00006IECA,B00004TS6C,B00004Z5WK|4.0,5.0,5.0
A10PEXB6XAQ5XF|B00004TS6C,B00004Z5WK,B00002NDS3|5.0,5.0,5.0
A10PEXB6XAQ5XF|B00004Z5WK,B00002NDS3,1601065116|5.0,5.0,4.0
A10PEXB6XAQ5XF|B00002NDS3,1601065116,B00008BOV5|5.0,4.0,4.0
A10PEXB6XAQ5XF|1601065116,B00008BOV5,B00006IF2K|4.0,4.0,4.0
A10PEXB6XAQ5XF|B00008BOV5,B00006IF2K,B00006IEZA|4.0,4.0,4.0
A10PEXB6XAQ5XF|B00006IF2K,B00006IEZA,B00006IEYM|4.0,4.0,4.0
A10PEXB6XAQ5XF|B00006IEZA,B00006IEYM,B00006ICBU|4.0,4.0,4.0
A10PEXB6XAQ5XF|B00006IEYM,B00006ICBU,B00004Z6JX|4.0,4.0,4.0
A10PEXB6XAQ5XF|B00006ICBU,B00004Z6JX,B000093L22|4.0,4.0,5.0
A10PEXB6XAQ5XF|B00004Z6JX,B000093L22,B00006IBV3|4.0,5.0,4.0
A10PEXB6XAQ5XF|B00004Z6JX,B000093L22,B00006IBV3|4.0,5.0,4.0
A10POIC39CWJ85|B00007M278,B00007LPAH,B00007LVF4|5.0,5.0,5.0
A10POIC39CWJ85|B00007LPAH,B00007LVF4,B00006IF4L|5.0,5.0,5.0
A10POIC39CWJ85|B00007LVF4,B00006IF4L,B00006IFI9|5.0,5.0,5.0
A10POIC39CWJ85|B00006IF4L,B00006IFI9,B00006IFEU|5.0,5.0,5.0
A10POIC39CWJ85|B00006IFI9,B00006IFEU,B00006IBK8|5.0,5.0,5.0
A10POIC39CWJ85|B00006IFEU,B00006IBK8,B00006IDS2|5.0,5.0,5.0
A10PX3AJSBKHXL|B00006IEDY,B00006IE9L,B00006IE9J|5.0,5.0,5.0
A10PX3AJSBKHXL|B00006IEDY,B00006IE9L,B00006IE9J|5.0,5.0,5.0
A10PZ3AK06NJ4B|9935480259,9935480054,B0002LD14O|4.0,4.0,5.0
A10PZ3AK06NJ4B|9935480259,9935480054,B0002LD14O|4.0,4.0,5.0
A10Q8VUBG5H1R3|B00006IFAY,B00006IEI3,B00015YORO|5.0,5.0,5.0
A10Q8VUBG5H1R3|B00006IEI3,B00015YORO,B00006IEEV|5.0,5.0,5.0
A10Q8VUBG5H1R3|B00006IEI3,B00015YORO,B00006IEEV|5.0,5.0,5.0
A10QUDAZUHG0SS|B0000DHVMG,B00006IE87,B00006IFAY|5.0,5.0,5.0
A10QY1B3K8Y31K|B00006IAKM,B00005UKAX,B0000UZ58C|3.0,3.0,4.0
A10QY1B3K8Y31K|B00005UKAX,B0000UZ58C,B00006IAKM|3.0,4.0,3.0
A10QY1B3K8Y31K|B00005UKAX,B0000UZ58C,B00006IAKM|3.0,4.0,3.0
A10R5CSRK0US7A|B00006IFFJ,B00006IE6X,B0000AQOCK|4.0,5.0,3.0
A10R8Q0R0IASLL|B00006IFI5,B00006IDV8,B00006IFEU|4.0,4.0,5.0
A10R8Q0R0IASLL|B00006IDV8,B00006IFEU,B00006IEEV|4.0,5.0,5.0
A10R8Q0R0IASLL|B00006IDV8,B00006IFEU,B00006IEEV|4.0,5.0,5.0
A10RWISE9V4CYY|B00007JQR8,B0000538AC,B00000IRGJ|5.0,5.0,5.0
A10RWISE9V4CYY|B0000538AC,B00000IRGJ,B00000IRGJ|5.0,5.0,5.0
A10RWISE9V4CYY|B00000IRGJ,B00000IRGJ,B00006IFEU|5.0,5.0,5.0
A10RWISE9V4CYY|B00000IRGJ,B00000IRGJ,B00006IFEU|5.0,5.0,5.0
A10S4YY8ENG2G7|B000083E4Z,B00004SDB1,B0000AQNLM|4.0,5.0,5.0
A10S4YY8ENG2G7|B0000AQNLM,B00006IE7J,B00005249G|5.0,5.0,5.0
A10SDXMMPXDCN6|B00004Z6NA,B00005A9W8,B00006IFI9|5.0,5.0,5.0
A10SDXMMPXDCN6|B00004Z6NA,B00005A9W8,B00006IFI9|5.0,5.0,5.0
A10SGLAQL60WVT|B0000DCBLT,1597750093,0792233786|5.0,5.0,5.0
A10SGLAQL60WVT|B0000DCBLT,1597750093,0792233786|5.0,5.0,5.0
A10SZ3R69GX9D6|B00006IE31,B00006IE2J,B00006IE2K|5.0,5.0,5.0
A10SZ3R69GX9D6|B00006IE31,B00006IE2J,B00006IE2K|5.0,5.0,5.0
A10T3GP2VGXHBQ|B0000516SB,B0000516SC,B00004WFSC|5.0,5.0,5.0
A10T43ROKRQALT|B0002GU16A,B0002LD14O,B00006IEC0|5.0,1.0,5.0
A10T43ROKRQALT|B0002GU16A,B0002LD14O,B00006IEC0|5.0,1.0,5.0
A10TD4O68B37P9|B00006JNJD,B00006JNMT,B0000AQNLM|4.0,5.0,5.0
A10TD4O68B37P9|B00006JNMT,B0000AQNLM,B00002NDRT|5.0,5.0,5.0
A10TD4O68B37P9|B0000AQNLM,B00002NDRT,B00002NDRX|5.0,5.0,5.0
A10TD4O68B37P9|B0000AQNLM,B00002NDRT,B00002NDRX|5.0,5.0,5.0
A10TDPE18WRG4W|B00006IEJD,B0002LCRMG,B00006IAKM|5.0,5.0,5.0
A10TDPE18WRG4W|B0002LCRMG,B00006IAKM,B00006IF67|5.0,5.0,5.0
A10TEFJGUS95PO|B0000AQO7T,B00006JNNE,B00006I62X|4.0,4.0,2.0
A10TEFJGUS95PO|B0000AQO7T,B00006JNNE,B00006I62X|4.0,4.0,2.0
A10TJDQ74DZ5QP|B00005249G,B00006IFEU,B00006IE7J|4.0,4.0,4.0
A10TJDQ74DZ5QP|B00006IFEU,B00006IE7J,B00006IFAS|4.0,4.0,4.0
A10TJDQ74DZ5QP|B00006IFEU,B00006IE7J,B00006IFAS|4.0,4.0,4.0
A10U2R6XC1R935|B00005AL05,B0000658CE,B00005O3VH|4.0,1.0,5.0
A10U2R6XC1R935|B00005AL05,B0000658CE,B00005O3VH|4.0,1.0,5.0
A10U7L3R4U2RAN|B00006IC89,B00002NDRT,B00002NDRX|5.0,5.0,5.0
A10U7L3R4U2RAN|B00002NDRT,B00002NDRX,B00006IEEV|5.0,5.0,5.0
A10U7L3R4U2RAN|B00002NDRT,B00002NDRX,B00006IEEV|5.0,5.0,5.0
A10UEHOMQTDBIH|1558592024,9503503698,1934770914|5.0,5.0,5.0
A10UEHOMQTDBIH|1558592024,9503503698,1934770914|5.0,5.0,5.0
A10UPGZ9E1CR9E|B0002LD1KI,B00006IEJD,B00006IFBG|5.0,5.0,5.0
A10WVJT5DMHULX|B0000516SC,B00004WFSC,B0000516SB|1.0,1.0,1.0
A10WVJT5DMHULX|B00004WFSC,B0000516SB,B00006JN7S|1.0,1.0,5.0
A10WY9HGCEBBE4|B00004Z4A8,B00006IEI7,B000031WDB|5.0,5.0,5.0
A10WY9HGCEBBE4|B00004Z4A8,B00006IEI7,B000031WDB|5.0,5.0,5.0
A10XDGO8XVWD6O|B00005249G,B0000AQNPB,B00006IE7J|5.0,5.0,5.0
A10XDGO8XVWD6O|B0000AQNPB,B00006IE7J,B00005C55O|5.0,5.0,5.0
A10XX2ZPVTS463|B00006IFJ0,B00006IFI5,B00006IFIK|5.0,5.0,5.0
A10Y058K7B96C6|B00005A9VY,B00006B7P5,B0002SCGHA|4.0,5.0,5.0
A10Y058K7B96C6|B00006B7P5,B0002SCGHA,B0000DH8HQ|5.0,5.0,5.0
A10Y058K7B96C6|B00006B7P5,B0002SCGHA,B0000DH8HQ|5.0,5.0,5.0
A10Y6DKBE3MFOA|B00006IEE4,B000078CSF,B00006IF8I|5.0,5.0,5.0
A10Y6DKBE3MFOA|B00006IEE4,B000078CSF,B00006IF8I|5.0,5.0,5.0
A10YNQ7SPY4X63|B0002LD1KI,B0000AQNPB,B00006IFI5|5.0,5.0,5.0
